Class,730nm,760nm,810nm,860nm,900nm,940nm,Brix (%),Sample No.
Sweet,261.22418212890625,179.49380493164062,360.5937194824219,2658.739501953125,125.96752166748048,50.35874557495117,8.2,5
Sweet,256.3566589355469,178.6471405029297,349.0476379394531,2084.535400390625,98.28235626220705,40.48448181152344,8.2,5
Sweet,249.8666076660156,181.1871490478516,355.2647705078125,2398.897705078125,103.81938934326172,41.47190856933594,8.2,5
Sweet,236.0752716064453,162.5604248046875,311.74481201171875,1944.17431640625,112.12493896484376,46.40904235839844,8.2,5
Sweet,229.5852203369141,165.9470977783203,337.50152587890625,2050.89501953125,106.58790588378906,48.38389205932617,8.2,5
Sweet,223.09518432617188,159.1737518310547,332.17254638671875,2165.736083984375,116.27771759033205,51.34617233276367,8.2,5
Sweet,213.3601226806641,149.8603973388672,294.8697509765625,1881.5338134765625,81.67124938964844,35.5473518371582,8.2,5
Sweet,238.509033203125,159.1737518310547,288.6526184082031,1981.2945556640625,94.12957763671876,41.47190856933594,8.2,5
Sweet,223.09518432617188,161.71376037597656,317.9619445800781,1978.974609375,107.97216033935548,45.42161560058594,8.2,5
Sweet,259.6016845703125,180.3404693603516,377.46881103515625,2192.416259765625,103.81938934326172,35.5473518371582,8.2,5
Sweet,266.9029541015625,177.80047607421875,365.0345458984375,1959.25439453125,117.66197204589844,46.40904235839844,8.2,5
Sweet,219.03890991210932,157.48040771484375,333.9488830566406,2271.296630859375,112.12493896484376,48.38389205932617,8.2,5
Sweet,236.0752716064453,170.18045043945312,342.8305053710937,2067.13525390625,103.81938934326172,45.42161560058594,8.2,5
Sweet,247.432846069336,172.720458984375,350.8239440917969,2183.135986328125,112.81707000732422,49.37131881713867,8.2,5
Sweet,279.0718078613281,187.9604949951172,407.6663208007813,2333.937255859375,112.12493896484376,45.42161560058594,8.2,5
Sweet,254.734130859375,176.1071319580078,344.6068115234375,2368.737548828125,110.04855346679688,46.40904235839844,8.2,5
Sweet,249.05535888671875,168.4871063232422,338.3896789550781,2121.655517578125,98.97447967529295,37.52220153808594,8.2,5
Sweet,281.50555419921875,199.81385803222656,435.1993408203125,2672.65966796875,115.58558654785156,44.43418884277344,8.2,5
Sweet,286.3730773925781,202.35386657714844,409.442626953125,2664.53955078125,121.12261962890624,48.38389205932617,8.2,5
Sweet,241.75405883789065,186.26715087890625,411.2189636230469,2705.139892578125,132.19668579101562,51.34617233276367,8.2,5
Sweet,244.9990692138672,168.4871063232422,327.73175048828125,2064.815185546875,123.19900512695312,57.27073287963867,8.2,5
Sweet,284.7505798339844,202.35386657714844,415.6597595214844,2671.499755859375,121.12261962890624,53.32102584838867,8.2,5
Sweet,297.73065185546875,214.2072296142578,429.870361328125,2694.699951171875,116.96984100341795,52.33359909057617,8.2,5
Sweet,259.6016845703125,177.80047607421875,377.46881103515625,2518.378662109375,124.58326721191406,51.34617233276367,8.2,5
